ShipmentID,Country,Port,Product,Quantity(kg),Value(USD),TransportMode,ETA,ClearanceTime(days),Status
S1890,Thailand,Ho Chi Minh,Automotive Parts,3493.0,247580.0,Sea,2025-06-23,2,Hold
S1891,Thailand,Cat Lai,Automotive Parts,2413.0,191493.0,Air,2025-05-31,4,Delayed
S1892,China,Ho Chi Minh,Toys,2890.0,77635.0,Road,2025-07-30,7,Hold
S1893,Germany,Haiphong,Furniture,,290904.0,Sea,2025-10-29,7,In Transit
S1894,USA,Cat Lai,Textiles,3455.0,146385.0,Air,2025-03-27,7,Delayed
S1895,USA,Cat Lai,Automotive Parts,289.0,247878.0,Air,2025-09-10,1,Hold
S1896,India,Ho Chi Minh,Electronics,1317.0,222070.0,Air,2025-01-21,1,Delayed
S1897,USA,Cat Lai,Furniture,212.0,281274.0,Road,2025-09-14,5,Delivered
S1898,Thailand,Ho Chi Minh,Pharmaceuticals,3220.0,155056.0,Road,2025-02-02,7,Hold
S1899,South Korea,Ho Chi Minh,Spices,2057.0,148933.0,Air,2025-09-17,6,Delayed
S1900,Germany,Ho Chi Minh,Machinery,1004.0,103970.0,Road,2025-08-22,5,Delivered
S1901,USA,Ho Chi Minh,Furniture,1144.0,87203.0,Sea,2025-01-03,2,In Transit
S1902,India,Haiphong,Machinery,2989.0,197319.0,Air,2025-12-13,3,Hold
S1903,Thailand,Ho Chi Minh,Textiles,2057.0,205173.0,Air,2025-11-04,1,Hold
S1904,South Korea,Danang,Spices,3709.0,157049.0,Road,2025-08-15,7,In Transit
S1905,Japan,Cat Lai,Machinery,3809.0,222726.0,Air,2025-10-11,2,Delivered
S1906,Japan,Danang,Textiles,1810.0,77902.0,Sea,2025-03-11,5,In Transit
S1907,South Korea,Haiphong,Electronics,3123.0,97172.0,Road,2025-11-09,5,Hold
S1908,Thailand,Danang,Machinery,2159.0,151702.0,Road,2025-12-30,1,Delayed
S1909,India,Cat Lai,Spices,3421.0,25056.0,Air,2025-09-11,5,Delivered
S1910,South Korea,Danang,Toys,2907.0,143454.0,Air,2025-05-24,6,Delivered
S1911,Germany,Haiphong,Furniture,3279.0,60739.0,Air,2025-01-24,5,Delivered
S1912,Germany,Ho Chi Minh,Textiles,1252.0,53639.0,Road,2025-08-22,4,In Transit
S1913,Japan,Danang,Furniture,495.0,268136.0,Air,2025-11-29,3,In Transit
S1914,USA,Haiphong,Spices,3233.0,77394.0,Sea,2025-06-24,5,Delayed
S1915,India,Haiphong,Automotive Parts,1125.0,294304.0,Air,2025-11-28,4,Delayed
S1916,Japan,Cat Lai,Textiles,3992.0,187447.0,Air,2025-11-21,2,Delivered
S1917,USA,Cat Lai,Machinery,839.0,155644.0,Road,2025-12-23,5,Delayed
S1918,USA,Danang,Textiles,2587.0,9136.0,Air,2025-06-08,6,In Transit
S1919,Vietnam,Ho Chi Minh,Furniture,827.0,66868.0,Road,2025-12-14,2,Delayed
S1920,Germany,Haiphong,Electronics,,,Air,2025-12-14,7,In Transit
S1921,Thailand,Danang,Textiles,1367.0,115957.0,Sea,2025-10-13,5,Delayed
S1922,China,Haiphong,Machinery,1141.0,20479.0,Sea,2025-01-18,1,Hold
S1923,Thailand,Haiphong,Automotive Parts,1029.0,124392.0,Road,2025-02-13,4,In Transit
S1924,China,Ho Chi Minh,Toys,1970.0,167448.0,Road,2025-06-04,4,Hold
S1925,South Korea,Ho Chi Minh,Pharmaceuticals,2766.0,140895.0,Air,2025-12-21,1,In Transit
S1926,Germany,Danang,Electronics,1175.0,261228.0,Air,2025-08-19,3,Delayed
S1927,USA,Ho Chi Minh,Toys,3316.0,206528.0,Sea,2025-11-12,7,Hold
S1928,India,Ho Chi Minh,Automotive Parts,1154.0,286729.0,Air,2025-08-13,6,Delayed
S1929,China,Danang,Textiles,1462.0,239847.0,Sea,2025-08-05,4,In Transit
S1930,Thailand,Ho Chi Minh,Furniture,1151.0,293763.0,Road,2025-02-25,2,Hold
S1931,USA,Cat Lai,Spices,1143.0,270864.0,Air,2025-01-31,6,Delivered
S1932,China,Haiphong,Furniture,2402.0,286411.0,Road,2025-12-23,4,Delayed
S1933,China,Haiphong,Toys,,151768.0,Air,2025-02-28,7,In Transit
S1934,Vietnam,Haiphong,Machinery,3486.0,166040.0,Sea,2025-12-19,3,Hold
S1935,China,Haiphong,Furniture,2335.0,56567.0,Road,2025-08-23,7,Delayed
S1936,India,Danang,Electronics,3527.0,96229.0,Road,2025-04-17,2,Hold
S1937,Germany,Haiphong,Furniture,1734.0,204316.0,Air,2025-07-10,7,Delayed
S1938,India,Haiphong,Machinery,1296.0,201497.0,Road,2025-01-18,6,Delayed
S1939,Japan,Haiphong,Pharmaceuticals,3178.0,87844.0,Sea,2025-08-14,2,Delayed
S1940,USA,Haiphong,Textiles,378.0,168991.0,Road,2025-06-16,1,Hold
S1941,Germany,Cat Lai,Spices,2459.0,95697.0,Road,2025-03-12,5,Hold
S1942,Vietnam,Haiphong,Toys,2028.0,62196.0,Air,2025-12-28,1,Delayed
S1943,Germany,Cat Lai,Textiles,1457.0,120600.0,Road,2025-02-23,6,Delivered
S1944,Germany,Danang,Furniture,664.0,105625.0,Air,2025-09-02,5,Delivered
S1945,Thailand,Ho Chi Minh,Automotive Parts,1974.0,574860.0,Air,2025-12-16,1,Delivered
S1946,Germany,Haiphong,Textiles,3494.0,56272.0,Road,2025-03-17,5,In Transit
S1947,Vietnam,Ho Chi Minh,Pharmaceuticals,2878.0,254264.0,Sea,2025-02-04,4,Delivered
S1948,India,Ho Chi Minh,Furniture,3072.0,168996.0,Air,2025-09-24,7,Hold
S1949,Germany,Danang,Spices,3535.0,232459.0,Road,2025-11-13,2,Delivered
S1950,South Korea,Ho Chi Minh,Machinery,1430.0,159961.0,Air,2025-10-27,5,Hold
S1951,USA,Cat Lai,Pharmaceuticals,2854.0,241538.0,Sea,2025-05-01,4,In Transit
S1952,Germany,Ho Chi Minh,Furniture,1084.0,59675.0,Sea,2025-11-20,7,Hold
S1953,USA,Ho Chi Minh,Pharmaceuticals,2613.0,78591.0,Air,2025-01-25,7,Hold
S1954,South Korea,Ho Chi Minh,Textiles,2523.0,158706.0,Sea,2025-06-09,3,Hold
S1955,South Korea,Haiphong,Spices,2627.0,299507.0,Road,2025-03-25,1,Delivered
S1956,USA,Haiphong,Machinery,15320.0,199824.0,Road,2025-04-24,3,Delayed
S1957,China,Cat Lai,Furniture,1854.0,234530.0,Air,2025-08-11,6,Hold
S1958,Japan,Cat Lai,Electronics,35390.0,118627.0,Sea,2025-06-15,4,Delivered
S1959,Thailand,Haiphong,Toys,1144.0,218988.0,Road,2025-07-10,3,Delivered
S1960,China,Cat Lai,Machinery,3335.0,294014.0,Road,2025-06-24,3,Delivered
S1961,China,Haiphong,Electronics,3057.0,42394.0,Road,2025-01-01,7,Delayed
S1962,India,Danang,Pharmaceuticals,3621.0,84795.0,Air,2025-08-17,4,Delayed
S1963,Thailand,Ho Chi Minh,Automotive Parts,1124.0,280160.0,Air,2025-03-27,7,Delayed
S1964,Thailand,Ho Chi Minh,Machinery,2138.0,47137.0,Road,2025-03-03,2,Delayed
S1965,China,Cat Lai,Pharmaceuticals,693.0,143925.0,Road,2025-11-16,5,In Transit
S1966,Germany,Haiphong,Electronics,1746.0,17379.0,Sea,2025-07-25,6,Delayed
S1967,India,Haiphong,Textiles,3369.0,126169.0,Sea,2025-04-15,6,Delayed
S1968,India,Cat Lai,Textiles,2169.0,174439.0,Sea,2025-11-14,1,Delayed
S1969,South Korea,Haiphong,Automotive Parts,1294.0,154172.0,Air,2025-10-18,7,Hold
S1970,Vietnam,Danang,Toys,2611.0,131082.0,Road,2025-09-07,5,Hold
S1971,Thailand,Ho Chi Minh,Machinery,2817.0,16049.0,Air,2025-01-13,1,Delayed
S1972,China,Cat Lai,Machinery,2025.0,166771.0,Road,2025-06-12,6,In Transit
S1973,South Korea,Cat Lai,Machinery,962.0,173112.0,Sea,2025-02-12,5,Hold
S1974,USA,Haiphong,Toys,2523.0,254527.0,Sea,2025-04-21,3,Delivered
S1975,Japan,Cat Lai,Pharmaceuticals,249.0,229062.0,Sea,2025-07-24,2,Hold
S1976,Vietnam,Danang,Spices,3629.0,62986.0,Sea,2025-09-13,3,Delivered
S1977,Vietnam,Haiphong,Spices,2975.0,159672.0,Road,2025-11-03,2,Hold
S1978,Vietnam,Haiphong,Automotive Parts,1105.0,226849.0,Sea,2025-05-24,7,Delayed
S1979,India,Haiphong,Machinery,3175.0,221775.0,Road,2025-05-26,4,Hold
S1980,USA,Haiphong,Pharmaceuticals,763.0,110315.0,Road,2025-10-28,1,Delayed
S1981,Vietnam,Danang,Textiles,982.0,287229.0,Air,2025-06-13,1,Delayed
S1982,USA,Haiphong,Electronics,2732.0,182926.0,Sea,2025-06-18,4,Hold
S1983,Germany,Cat Lai,Pharmaceuticals,3355.0,220341.0,Sea,2025-10-25,5,Delivered
S1984,Vietnam,Danang,Toys,3909.0,175851.0,Air,2025-08-21,4,Delivered
S1985,Japan,Ho Chi Minh,Spices,2240.0,192279.0,Road,2025-09-28,7,Hold
S1986,USA,Ho Chi Minh,Spices,2031.0,,Sea,2025-03-01,6,Delayed
S1987,USA,Cat Lai,Textiles,783.0,150213.0,Road,2025-10-23,4,Delivered
S1988,Japan,Cat Lai,Textiles,,145416.0,Air,2025-08-23,2,In Transit
S1989,Vietnam,Danang,Toys,435.0,20896.0,Road,2025-06-14,6,Delayed
S1990,Japan,Ho Chi Minh,Electronics,2303.0,94353.0,Sea,2025-07-13,4,Hold
S1991,USA,Ho Chi Minh,Textiles,2142.0,34813.0,Road,2025-08-22,1,Delayed
S1992,Japan,Ho Chi Minh,Automotive Parts,559.0,220503.0,Road,2025-07-02,3,In Transit
S1993,USA,Ho Chi Minh,Electronics,2130.0,70679.0,Sea,2025-11-29,2,In Transit
S1994,USA,Ho Chi Minh,Textiles,309.0,146753.0,Sea,2025-08-20,7,Delivered
S1995,Germany,Haiphong,Furniture,391.0,208975.0,Road,2025-12-27,2,In Transit
S1996,China,Cat Lai,Pharmaceuticals,1103.0,270372.0,Road,2025-04-17,5,Delayed
S1997,USA,Haiphong,Textiles,,214755.0,Air,2025-08-11,3,Delivered
S1998,Vietnam,Ho Chi Minh,Automotive Parts,1061.0,278541.0,Sea,2025-03-21,2,In Transit
S1999,South Korea,Danang,Machinery,2815.0,84183.0,Road,2025-08-22,4,Delivered
S2000,India,Danang,Textiles,1283.0,47317.0,Sea,2025-07-03,2,Delivered
S2001,Thailand,Ho Chi Minh,Spices,849.0,183986.0,Air,2025-07-04,2,Hold
S2002,China,Ho Chi Minh,Spices,238.0,220705.0,Road,2025-05-14,2,Delivered
S2003,China,Danang,Spices,3811.0,181326.0,Road,2025-08-08,5,Delivered
S2004,China,Haiphong,Machinery,3320.0,57344.0,Road,2025-10-15,2,In Transit
S2005,Germany,Haiphong,Spices,3691.0,251060.0,Sea,2025-12-30,2,Delayed
S2006,USA,Ho Chi Minh,Furniture,836.0,204618.0,Air,2025-07-21,5,Delayed
S2007,Germany,Haiphong,Textiles,1236.0,164484.0,Sea,2025-05-26,6,In Transit
S2008,USA,Danang,Toys,235.0,115489.0,Road,2025-11-20,3,Delayed
S2009,Vietnam,Haiphong,Spices,2348.0,263667.0,Air,2025-05-07,7,Delivered
S2010,Germany,Ho Chi Minh,Electronics,3357.0,16549.0,Road,2025-05-15,6,Hold
S2011,Germany,Danang,Toys,3787.0,30739.0,Road,2025-04-24,1,Delivered
S2012,India,Haiphong,Machinery,,288353.0,Sea,2025-09-21,5,Delivered
S2013,South Korea,Cat Lai,Furniture,1561.0,112051.0,Road,2025-03-05,5,Hold
S2014,Germany,Danang,Electronics,2183.0,,Air,2025-05-15,2,In Transit
S2015,India,Danang,Electronics,365.0,25045.0,Road,2025-02-10,2,Delivered
S2016,Japan,Cat Lai,Electronics,2630.0,40709.0,Road,2025-10-23,7,Delivered
S2017,South Korea,Cat Lai,Electronics,2079.0,162977.0,Sea,2025-01-03,1,In Transit
S2018,Vietnam,Danang,Toys,3647.0,208675.0,Air,2025-07-13,2,Delivered
S2019,Germany,Cat Lai,Toys,3742.0,234167.0,Sea,2025-04-20,4,Delivered
S2020,Thailand,Ho Chi Minh,Textiles,3037.0,224222.0,Road,2025-08-09,2,Delayed
S2021,China,Ho Chi Minh,Spices,3913.0,194518.0,Sea,2025-01-04,2,In Transit
S2022,Japan,Ho Chi Minh,Pharmaceuticals,,188500.0,Sea,2025-09-01,4,Delivered
S2023,Japan,Danang,Textiles,3646.0,273591.0,Sea,2025-06-15,1,Delivered
S2024,Vietnam,Cat Lai,Textiles,210.0,10499.0,Sea,2025-01-26,4,Hold
S2025,India,Cat Lai,Furniture,2211.0,44041.0,Road,2025-01-17,5,Hold
S2026,Japan,Haiphong,Furniture,3573.0,298459.0,Road,2025-08-04,4,Hold
S2027,South Korea,Haiphong,Spices,2343.0,137371.0,Air,2025-04-02,3,Delivered
S2028,Germany,Cat Lai,Pharmaceuticals,3461.0,141066.0,Sea,2025-01-31,5,Delivered
S2029,Germany,Cat Lai,Furniture,2700.0,231486.0,Sea,2025-07-24,2,Hold
S2030,Thailand,Cat Lai,Spices,2439.0,217235.0,Air,2025-07-26,7,Delayed
S2031,Vietnam,Danang,Spices,685.0,262831.0,Sea,2025-04-17,5,Delayed
S2032,China,Cat Lai,Toys,1489.0,299499.0,Air,2025-05-26,1,Delayed
S2033,India,Haiphong,Automotive Parts,1647.0,121220.0,Road,2025-04-11,1,Delayed
S2034,China,Danang,Toys,3399.0,226421.0,Air,2025-11-14,4,In Transit
S2035,Japan,Cat Lai,Pharmaceuticals,2485.0,269140.0,Sea,2025-08-29,5,Hold
S2036,Vietnam,Haiphong,Furniture,2143.0,256071.0,Air,2025-09-04,2,Delivered
S2037,Thailand,Danang,Pharmaceuticals,,8089.0,Road,2025-06-12,1,Hold
S2038,China,Cat Lai,Textiles,2163.0,287803.0,Sea,2025-06-22,6,Delayed
S2039,South Korea,Cat Lai,Textiles,3383.0,100965.0,Road,2025-02-04,2,Delivered
S2040,Germany,Cat Lai,Pharmaceuticals,2051.0,86268.0,Road,2025-10-11,6,In Transit
S2041,Japan,Danang,Automotive Parts,1669.0,206798.0,Air,2025-12-25,3,Hold
S2042,Thailand,Haiphong,Automotive Parts,1566.0,242103.0,Road,2025-12-24,6,Delivered
S2043,China,Haiphong,Toys,3416.0,249754.0,Sea,2025-01-21,1,Delivered
S2044,India,Ho Chi Minh,Pharmaceuticals,3336.0,170637.0,Road,2025-11-04,4,Delayed
S2045,South Korea,Cat Lai,Furniture,3518.0,94242.0,Road,2025-06-12,3,Delayed
S2046,South Korea,Ho Chi Minh,Toys,2982.0,158956.0,Air,2025-04-07,5,Hold
S2047,China,Ho Chi Minh,Machinery,1190.0,284343.0,Road,2025-11-03,2,In Transit
S2048,Germany,Haiphong,Automotive Parts,3761.0,65038.0,Air,2025-12-05,1,Delivered
S2049,China,Danang,Electronics,1024.0,62786.0,Air,2025-02-24,3,Delayed
S2050,Japan,Danang,Toys,1662.0,241042.0,Sea,2025-11-29,3,Hold
S2051,China,Haiphong,Textiles,2353.0,,Sea,2025-05-07,1,Delayed
S2052,South Korea,Danang,Toys,2428.0,170250.0,Sea,2025-07-12,5,Hold
S2053,Thailand,Ho Chi Minh,Pharmaceuticals,2431.0,267678.0,Sea,2025-08-31,5,Delayed
S2054,China,Cat Lai,Electronics,425.0,194826.0,Air,2025-12-15,4,In Transit
S2055,Germany,Haiphong,Pharmaceuticals,976.0,51233.0,Road,2025-03-29,7,Delivered
S2056,Vietnam,Cat Lai,Spices,3037.0,202780.0,Sea,2025-12-02,6,Delayed
S2057,Thailand,Danang,Textiles,1312.0,229522.0,Sea,2025-08-03,5,Delivered
S2058,India,Cat Lai,Textiles,887.0,111311.0,Sea,2025-04-02,4,Hold
S2059,USA,Danang,Automotive Parts,729.0,39409.0,Road,2025-10-30,6,In Transit
S2060,China,Danang,Toys,3642.0,251231.0,Sea,2025-08-23,3,Delivered
S2061,Germany,Ho Chi Minh,Automotive Parts,1171.0,291198.0,Road,2025-07-03,1,Delayed
S2062,Thailand,Danang,Electronics,1135.0,34709.0,Air,2025-02-07,5,Delivered
S2063,Germany,Ho Chi Minh,Toys,1622.0,114321.0,Air,2025-05-19,4,Delivered
S2064,India,Ho Chi Minh,Spices,2353.0,5363.0,Air,2025-07-14,3,Hold
S2065,South Korea,Ho Chi Minh,Pharmaceuticals,1494.0,277502.0,Road,2025-01-15,5,In Transit
S2066,Germany,Haiphong,Spices,2198.0,50689.0,Sea,2025-09-14,2,In Transit
S2067,Thailand,Haiphong,Textiles,3078.0,269080.0,Sea,2025-05-15,7,Delivered
S2068,Germany,Danang,Electronics,1726.0,96074.0,Sea,2025-01-01,3,Delivered
S2069,Germany,Ho Chi Minh,Machinery,878.0,180037.0,Sea,2025-02-18,5,Hold
S2070,Germany,Haiphong,Electronics,3796.0,213606.0,Sea,2025-04-06,3,Delivered
S2071,Japan,Ho Chi Minh,Furniture,3096.0,5882.0,Road,2025-07-20,1,Hold
S2072,Japan,Cat Lai,Electronics,3303.0,259822.0,Air,2025-01-26,1,In Transit
S2073,South Korea,Cat Lai,Spices,2640.0,130865.0,Sea,2025-12-09,7,In Transit
S2074,China,Cat Lai,Furniture,239.0,128745.0,Air,2025-08-23,1,Hold
S2075,Germany,Danang,Furniture,2907.0,33885.0,Road,2025-12-15,6,Delivered
S2076,India,Ho Chi Minh,Toys,3489.0,176128.0,Road,2025-09-01,2,In Transit
S2077,China,Cat Lai,Toys,3228.0,196313.0,Sea,2025-12-24,1,Delayed
S2078,India,Haiphong,Furniture,1305.0,26584.0,Road,2025-11-23,2,Hold
S2079,China,Cat Lai,Machinery,1044.0,275665.0,Air,2025-12-17,1,In Transit
S2080,South Korea,Cat Lai,Toys,1943.0,186089.0,Sea,2025-02-20,6,In Transit
S2081,Germany,Cat Lai,Electronics,2448.0,34063.0,Sea,2025-03-22,3,In Transit
S2082,Germany,Danang,Spices,646.0,1129020.0,Air,2025-02-05,5,Delayed
S2083,USA,Haiphong,Electronics,3699.0,261306.0,Sea,2025-03-08,5,Delayed
S2084,India,Ho Chi Minh,Machinery,3309.0,131218.0,Sea,2025-05-09,1,Delayed
S2085,China,Haiphong,Textiles,1434.0,229126.0,Air,2025-06-04,5,Delivered
S2086,China,Ho Chi Minh,Automotive Parts,2691.0,175635.0,Sea,2025-09-02,1,Hold
S2087,Vietnam,Danang,Spices,1550.0,,Sea,2025-04-21,1,Delivered
S2088,Vietnam,Danang,Toys,3008.0,231305.0,Air,2025-06-17,7,Delayed
S2089,Japan,Danang,Spices,426.0,81411.0,Road,2025-05-22,4,Hold
S2090,USA,Danang,Electronics,247.0,114876.0,Air,2025-12-22,4,Delivered
S2091,Thailand,Ho Chi Minh,Automotive Parts,3289.0,203153.0,Sea,2025-07-16,7,Delivered
S2092,Vietnam,Cat Lai,Pharmaceuticals,3159.0,165212.0,Air,2025-04-19,4,Delivered
S2093,Thailand,Ho Chi Minh,Pharmaceuticals,1662.0,145399.0,Sea,2025-03-20,2,Delayed
S2094,Japan,Haiphong,Toys,2030.0,28331.0,Sea,2025-06-10,4,In Transit
S2095,Japan,Danang,Machinery,3979.0,28004.0,Air,2025-01-19,1,Hold
S2096,Japan,Danang,Pharmaceuticals,386.0,243441.0,Sea,2025-05-07,6,Delayed
S2097,India,Haiphong,Spices,2592.0,194167.0,Road,2025-07-24,6,Hold
S2098,India,Ho Chi Minh,Pharmaceuticals,2471.0,94044.0,Sea,2025-01-29,3,Delayed
S2099,South Korea,Cat Lai,Textiles,3077.0,276189.0,Air,2025-07-26,4,Delivered
S2100,South Korea,Cat Lai,Textiles,2735.0,287260.0,Road,2025-10-07,6,Delivered
S2101,Japan,Haiphong,Toys,2132.0,23667.0,Road,2025-05-31,4,In Transit
S2102,USA,Cat Lai,Textiles,,79205.0,Sea,2025-08-28,3,In Transit
S2103,China,Ho Chi Minh,Pharmaceuticals,1048.0,32302.0,Air,2025-09-23,6,Hold
S2104,India,Ho Chi Minh,Machinery,2232.0,167007.0,Sea,2025-07-01,1,In Transit
S2105,USA,Haiphong,Furniture,1452.0,77534.0,Sea,2025-04-15,2,In Transit
S2106,Germany,Ho Chi Minh,Furniture,1613.0,230414.0,Air,2025-08-24,7,Hold
S2107,India,Danang,Toys,1178.0,167696.0,Air,2025-06-22,7,Delayed
S2108,India,Haiphong,Automotive Parts,1812.0,18440.0,Sea,2025-06-07,7,In Transit
S2109,South Korea,Ho Chi Minh,Furniture,1216.0,275012.0,Road,2025-06-21,4,Delayed
S2110,China,Haiphong,Furniture,2435.0,166323.0,Sea,2025-11-07,6,Delivered
S2111,China,Cat Lai,Textiles,2081.0,89523.0,Road,2025-06-06,6,In Transit
S2112,Vietnam,Ho Chi Minh,Textiles,469.0,174801.0,Sea,2025-09-15,3,Delivered
S2113,Thailand,Danang,Pharmaceuticals,1830.0,20734.0,Air,2025-06-13,1,Delivered
S2114,Thailand,Ho Chi Minh,Toys,509.0,178501.0,Road,2025-05-27,5,Delayed
S2115,Thailand,Haiphong,Automotive Parts,3403.0,177409.0,Air,2025-06-03,6,Hold
S2116,Thailand,Haiphong,Toys,2243.0,275577.0,Air,2025-02-07,2,In Transit
S2117,Germany,Ho Chi Minh,Electronics,1774.0,145183.0,Air,2025-05-11,3,Delayed
S2118,Germany,Danang,Spices,1295.0,108986.0,Air,2025-12-24,6,Hold
S2119,India,Danang,Automotive Parts,3092.0,118783.0,Air,2025-09-12,6,Delivered
S2120,Japan,Danang,Automotive Parts,1895.0,216655.0,Sea,2025-07-27,3,In Transit
S2121,South Korea,Haiphong,Machinery,3458.0,288895.0,Road,2025-04-05,3,Delivered
S2122,South Korea,Ho Chi Minh,Toys,27330.0,152525.0,Sea,2025-12-14,4,Delivered
S2123,Thailand,Cat Lai,Pharmaceuticals,3462.0,221916.0,Sea,2025-11-23,6,In Transit
S2124,India,Haiphong,Machinery,1645.0,166149.0,Sea,2025-06-20,5,Hold
S2125,Vietnam,Danang,Automotive Parts,2367.0,244654.0,Air,2025-09-07,2,Hold
S2126,USA,Ho Chi Minh,Automotive Parts,419.0,194216.0,Sea,2025-07-09,1,In Transit
S2127,Japan,Danang,Automotive Parts,252.0,182169.0,Road,2025-07-18,1,In Transit
S2128,India,Cat Lai,Furniture,1957.0,291647.0,Sea,2025-08-09,5,Delayed
S2129,Japan,Danang,Toys,1674.0,138851.0,Air,2025-01-24,3,Delayed
S2130,Japan,Danang,Spices,3683.0,136827.0,Road,2025-09-01,3,Delivered
S2131,Japan,Cat Lai,Spices,1866.0,56482.0,Road,2025-11-20,3,In Transit
S2132,India,Ho Chi Minh,Machinery,1460.0,127989.0,Road,2025-05-08,6,Hold
S2133,Thailand,Haiphong,Automotive Parts,3005.0,281393.0,Road,2025-04-03,3,Delivered
S2134,South Korea,Ho Chi Minh,Spices,2985.0,249255.0,Sea,2025-10-27,3,Delivered
S2135,South Korea,Cat Lai,Textiles,919.0,115361.0,Air,2025-05-13,6,Delivered
S2136,Thailand,Danang,Toys,605.0,291744.0,Road,2025-02-24,6,Delivered
S2137,Japan,Ho Chi Minh,Spices,2855.0,286366.0,Road,2025-06-07,5,Hold
S2138,USA,Haiphong,Pharmaceuticals,3268.0,46139.0,Air,2025-01-29,4,Delivered
S2139,China,Cat Lai,Toys,2669.0,119919.0,Sea,2025-07-30,6,In Transit
S2140,India,Ho Chi Minh,Pharmaceuticals,2959.0,252677.0,Road,2025-06-03,2,Delayed
S2141,China,Haiphong,Spices,2494.0,230756.0,Sea,2025-10-20,3,Hold
S2142,Vietnam,Cat Lai,Textiles,271.0,144718.0,Sea,2025-08-10,4,In Transit
S2143,Thailand,Haiphong,Pharmaceuticals,2053.0,149615.0,Sea,2025-04-25,1,In Transit
S2144,USA,Cat Lai,Furniture,2432.0,230568.0,Sea,2025-06-07,5,In Transit
S2145,India,Danang,Spices,2253.0,158857.0,Road,2025-09-16,4,Delayed
S2146,Thailand,Ho Chi Minh,Furniture,1429.0,28777.0,Road,2025-09-08,6,Delayed
S2147,Japan,Haiphong,Spices,1767.0,62939.0,Sea,2025-05-02,3,Delayed
S2148,South Korea,Cat Lai,Electronics,,28548.0,Sea,2025-10-26,3,In Transit
S2149,China,Haiphong,Electronics,3153.0,130549.0,Air,2025-09-20,3,Delayed
S2150,Germany,Haiphong,Electronics,586.0,142799.0,Air,2025-02-18,4,Delivered
S2151,Germany,Ho Chi Minh,Pharmaceuticals,1991.0,246532.0,Air,2025-11-25,3,Delayed
S2152,USA,Danang,Furniture,898.0,186789.0,Road,2025-10-24,6,Hold
S2153,Japan,Haiphong,Furniture,3347.0,152764.0,Air,2025-12-28,4,In Transit
S2154,Vietnam,Cat Lai,Furniture,1400.0,36625.0,Road,2025-03-18,3,In Transit
S2155,China,Cat Lai,Textiles,1026.0,292062.0,Road,2025-05-07,1,Delivered
S2156,Japan,Danang,Furniture,2022.0,119881.0,Road,2025-07-16,1,Delayed
S2157,China,Cat Lai,Textiles,,282721.0,Road,2025-08-09,2,Delayed
S2158,USA,Danang,Electronics,1478.0,116776.0,Air,2025-04-01,3,Hold
S2159,USA,Cat Lai,Electronics,3973.0,238996.0,Sea,2025-01-08,3,Delivered
S2160,Vietnam,Ho Chi Minh,Pharmaceuticals,507.0,262831.0,Sea,2025-02-01,4,Hold
S2161,Germany,Haiphong,Spices,3616.0,217803.0,Sea,2025-11-16,4,Hold
S2162,Japan,Ho Chi Minh,Electronics,1350.0,163761.0,Air,2025-09-26,7,In Transit
S2163,India,Haiphong,Spices,2160.0,147226.0,Sea,2025-07-10,3,In Transit
S2164,Germany,Haiphong,Spices,2534.0,26341.0,Air,2025-12-15,2,Delayed
S2165,Japan,Haiphong,Toys,965.0,210753.0,Air,2025-06-12,3,Delayed
S2166,Germany,Ho Chi Minh,Pharmaceuticals,924.0,254141.0,Air,2025-03-02,6,Hold
S2167,India,Haiphong,Automotive Parts,3009.0,204488.0,Sea,2025-09-21,4,Delayed
S2168,South Korea,Ho Chi Minh,Automotive Parts,1819.0,261139.0,Sea,2025-10-12,3,Hold
S2169,South Korea,Danang,Machinery,3758.0,83840.0,Sea,2025-04-05,4,Delayed
S2170,Vietnam,Cat Lai,Toys,582.0,170767.0,Road,2025-02-10,3,Delayed
S2171,South Korea,Cat Lai,Pharmaceuticals,3677.0,166297.0,Air,2025-05-29,5,In Transit
S2172,South Korea,Haiphong,Machinery,2635.0,54156.0,Road,2025-07-23,4,In Transit
S2173,Thailand,Ho Chi Minh,Machinery,724.0,213281.0,Air,2025-09-24,2,In Transit
S2174,China,Cat Lai,Toys,3828.0,92453.0,Sea,2025-01-02,5,In Transit
S2175,Thailand,Ho Chi Minh,Automotive Parts,2886.0,163901.0,Air,2025-06-27,6,Delivered
S2176,Thailand,Ho Chi Minh,Pharmaceuticals,3185.0,30938.0,Air,2025-07-13,3,In Transit
S2177,Vietnam,Haiphong,Automotive Parts,3897.0,64164.0,Road,2025-12-02,7,Delivered
S2178,Thailand,Cat Lai,Machinery,475.0,204271.0,Air,2025-07-15,6,In Transit
S2179,South Korea,Haiphong,Pharmaceuticals,2747.0,65282.0,Sea,2025-12-09,4,Delayed
S2180,India,Haiphong,Machinery,2964.0,270470.0,Air,2025-09-06,5,Hold
S2181,Vietnam,Cat Lai,Furniture,536.0,163666.0,Air,2025-07-31,6,Delayed
S2182,Vietnam,Cat Lai,Toys,2173.0,120819.0,Air,2025-06-02,2,Delayed
S2183,USA,Danang,Spices,3179.0,271907.0,Road,2025-06-07,7,Delivered
S2184,Vietnam,Danang,Pharmaceuticals,680.0,146900.0,Air,2025-12-28,4,In Transit
S2185,USA,Ho Chi Minh,Pharmaceuticals,1110.0,278365.0,Air,2025-05-19,5,Hold
